year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2021,Hyundai,Sonata,70000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,23140,8.8,6.4,2.4,4.0,Inline,3
2016,Chevrolet,Equinox,176036.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,8648,10.8,8.7,2.4,4.0,Inline,3
2016,Tesla,Model,78000.0,Sedan,Automatic,4X4,blue,brown,5,4,electric,70174,0.0,8.7,0.0,0.0,Electric,2
2012,Volkswagen,Jetta,212000.0,Sedan,Automatic,FWD,white,white,5,4,diesel,9955,6.7,4.7,2.4,4.0,Inline,2
2017,Volvo,V60,165000.0,Wagon,Automatic,FWD,gray,black,5,4,gasoline,24432,10.9,7.7,2.4,4.0,Other,2
2013,MINI,John,105000.0,Hatchback,Manual,FWD,silver,black,5,2,gasoline,13833,10.8,8.7,2.4,4.0,Inline,3
2021,Jeep,WRANGLER,31080.0,SUV,Automatic,4X4,green,black,5,4,gasoline,46145,13.8,10.1,3.6,6.0,Inline,2
2022,Ford,Escape,10.0,SUV,CVT,4X4,blue,black,5,4,hybrid,49957,5.5,6.4,2.5,4.0,Hybrid,1
2021,Volkswagen,Jetta,32354.0,Sedan,Manual,FWD,black,black,5,4,gasoline,30391,9.7,7.0,2.0,4.0,Inline,2
2006,Mazda,MX-5,29000.0,Convertible,Manual,RWD,red,black,5,2,gasoline,8383,10.8,8.7,2.4,4.0,Inline,3
2019,BMW,X4,32380.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,27566,11.9,8.7,2.4,6.0,Inline,3
2018,Volkswagen,Tiguan,144478.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,30082,11.3,8.8,2.4,4.0,Inline,1
2016,Maserati,GranTurismo,49000.0,Coupe,Automatic,RWD,black,black,4,2,gasoline,85899,18.1,11.2,2.4,8.0,Inline,1
2023,Nissan,Rogue,90.0,SUV,CVT,4X4,other,black,5,4,gasoline,33208,8.4,6.8,2.4,3.0,Inline,3
2016,Jeep,Cherokee,99601.0,SUV,Automatic,4X4,black,black,5,4,gasoline,21540,10.8,8.7,2.4,6.0,V-Engine,2
2019,Mercedes-Benz,S-Class,83000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,54649,13.5,8.6,2.4,8.0,Inline,3
2021,Volvo,XC90,55473.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,42931,10.8,8.7,2.4,4.0,Inline,3
2019,Hyundai,Elantra,75734.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,20515,8.3,6.4,2.4,4.0,Inline,2
2023,Mazda,CX-30,5.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,34024,10.5,7.9,2.5,4.0,Inline,2
2022,Ford,F-150,250.0,Truck,Automatic,4X4,gray,black,6,4,gasoline,76706,12.8,10.0,2.7,6.0,V-Engine,1
2018,Honda,Pilot,92000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,31882,13.0,9.3,2.4,6.0,V-Engine,2
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,black,black,5,4,gasoline,72460,16.7,14.0,6.2,8.0,V-Engine,2
2023,Audi,e-tron,90.0,Sedan,Automatic,4X4,gray,black,5,4,electric,147122,0.0,8.7,2.4,0.0,Electric,2
2018,Honda,Civic,94997.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,26737,7.8,6.0,2.4,4.0,Inline,1
2023,Nissan,Sentra,0.0,Sedan,CVT,FWD,white,gray,5,4,gasoline,30280,8.0,6.0,2.4,4.0,Inline,1
2023,Hyundai,Elantra,273.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,36817,10.8,8.7,2.4,4.0,Inline,1
2023,Jeep,Compass,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,52065,10.8,8.7,2.4,4.0,Inline,1
2015,Infiniti,QX80,242000.0,SUV,Automatic,4X4,white,black,7,4,gasoline,28466,16.9,11.9,5.6,4.0,Other,1
2018,Chrysler,Pacifica,103034.0,Van,Automatic,FWD,black,black,7,4,electric,23201,0.0,7.2,2.4,0.0,Electric,3
2020,Honda,Civic,79577.0,Compact,CVT,FWD,black,black,5,4,gasoline,11341,8.2,6.5,2.0,4.0,Inline,4
2023,Jeep,Grand,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,85935,13.0,9.4,3.6,6.0,V-Engine,2
2017,Honda,CR-V,129000.0,SUV,CVT,4X4,white,black,5,4,gasoline,19173,8.7,7.2,2.4,4.0,Inline,3
2023,BMW,3,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,41204,10.8,8.7,2.4,6.0,Inline,3
2017,BMW,X1,79199.0,SUV,Automatic,4X4,black,black,5,4,gasoline,25578,10.5,7.4,2.4,4.0,Inline,2
2023,Buick,Encore,10.0,SUV,Automatic,4X4,white,black,5,4,gasoline,38763,9.0,8.3,1.3,4.0,Other,2
2023,Audi,A4,90.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,37510,10.8,8.7,2.0,4.0,Inline,3
2019,Honda,CR-V,54608.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,35070,8.7,7.2,2.4,4.0,Inline,1
2016,Acura,RDX,128850.0,SUV,Automatic,4X4,black,black,5,4,gasoline,21678,10.7,7.3,3.5,4.0,Other,2
2010,Cadillac,SRX,181471.0,SUV,Automatic,FWD,silver,beige,5,4,gasoline,11723,11.8,8.0,3.0,4.0,Other,1
2022,Jeep,Cherokee,250.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49566,12.9,9.7,3.2,6.0,V-Engine,2
2016,Subaru,BRZ,160047.0,Coupe,Automatic,RWD,blue,black,5,2,gasoline,17681,9.6,7.0,2.0,4.0,Inline,2
2021,Hyundai,Kona,28441.0,SUV,Automatic,FWD,gray,black,5,4,electric,40729,0.0,8.7,0.0,0.0,Electric,2
2020,Subaru,WRX,29203.0,Sedan,Manual,4X4,white,black,5,4,gasoline,30891,14.3,10.8,2.4,4.0,Inline,3
2016,BMW,4,96000.0,Coupe,Automatic,4X4,black,red,4,2,gasoline,31339,10.7,6.9,2.4,4.0,Inline,1
2018,Nissan,Titan,154082.0,Truck,Automatic,4X4,white,black,5,4,gasoline,34977,15.55,11.5,2.4,8.0,Inline,2
2021,Kia,Seltos,68825.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,19351,8.8,7.6,2.0,4.0,Inline,3
2022,Jeep,Compass,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,45844,10.8,7.8,2.4,4.0,Inline,2
2021,Mercedes-Benz,GLE-Class,19021.0,SUV,Automatic,4X4,black,black,5,4,hybrid,67041,10.8,8.7,2.4,8.0,Inline,3
2018,Volvo,XC90,111163.0,SUV,Automatic,4X4,black,black,7,4,gasoline,25516,11.5,8.8,2.0,4.0,Inline,3
2010,Porsche,911,35999.0,Coupe,Manual,RWD,white,black,2,2,gasoline,21387,10.8,8.7,2.4,6.0,Inline,4
2012,Hyundai,Elantra,94857.0,Sedan,Automatic,FWD,gray,blue,5,4,gasoline,6160,7.15,5.2,2.4,4.0,Inline,3
2003,Porsche,911,148000.0,Convertible,Manual,4X4,silver,black,5,2,gasoline,21531,10.8,8.7,2.4,4.0,Inline,3
2013,Chevrolet,SILVERADO,212672.0,Truck,Automatic,4X4,white,black,6,4,diesel,28352,10.8,8.7,6.6,4.0,Other,2
2020,Ford,Escape,49000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,20122,10.8,8.7,2.4,3.0,Inline,3
2023,Polestar,2,100.0,Sedan,Automatic,4X4,black,gray,5,4,electric,68002,0.0,8.7,8.0,0.0,Electric,2
2019,Tesla,Model,70160.0,Sedan,Automatic,RWD,black,black,5,4,electric,54619,0.0,8.7,0.0,0.0,Electric,2
2022,Cadillac,Escalade,8238.0,SUV,Automatic,4X4,blue,beige,7,4,gasoline,41544,16.3,12.7,2.4,8.0,Inline,4
2020,Mercedes-Benz,GLE-Class,45246.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20259,10.8,8.7,3.0,4.0,Other,4
2011,Nissan,Rogue,180000.0,SUV,Automatic,FWD,purple,black,5,4,gasoline,7825,9.0,7.0,2.4,4.0,Inline,2
2016,MINI,Cooper,140654.0,Hatchback,Manual,FWD,red,black,4,4,gasoline,12736,8.4,6.0,2.4,3.0,Inline,3
2022,Jeep,Cherokee,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,36271,12.9,9.7,3.2,6.0,V-Engine,3
2016,Hyundai,Azera,48750.0,Sedan,Automatic,FWD,silver,beige,5,4,gasoline,20781,11.8,8.1,3.3,6.0,V-Engine,2
2019,BMW,X5,39500.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34856,11.7,9.1,3.0,4.0,V-Engine,3
2018,Chevrolet,Cruze,72645.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,20059,8.0,5.9,1.4,4.0,Inline,2
2019,Ford,Explorer,120817.0,SUV,Automatic,4X4,black,black,7,4,gasoline,34869,14.149999999999999,10.05,3.5,6.0,Inline,2
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,48117,10.8,8.7,2.0,4.0,Inline,3
2022,Honda,Civic,6821.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,14935,7.6,6.1,2.4,4.0,Inline,4
2016,BMW,428i,108862.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,29290,10.6,7.2,2.0,4.0,Inline,1
2022,Jeep,Grand,4522.0,SUV,Automatic,4X4,white,black,5,4,gasoline,90704,12.3,9.2,3.6,6.0,V-Engine,1
1958,Chevrolet,Impala,0.0,Convertible,Automatic,4X4,pink,brown,5,2,gasoline,278235,10.8,8.7,2.4,8.0,V-Engine,2
2023,Audi,Q8,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,107349,10.8,8.7,3.0,6.0,Inline,1
2013,Mercedes-Benz,SLK-Class,54200.0,Convertible,Automatic,RWD,other,black,5,2,gasoline,36492,10.5,6.8,3.5,6.0,V-Engine,2
2023,Ford,Bronco,37.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,34755,9.3,8.4,1.5,4.0,Other,3
2023,Hyundai,Kona,10.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,47065,10.8,8.7,2.4,4.0,Inline,2
2012,Ford,F-250,159000.0,Truck,Automatic,RWD,white,gray,6,4,gasoline,12354,10.8,8.7,2.4,8.0,Inline,3
2019,Mercedes-Benz,GLC300,53844.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43826,11.0,8.7,2.4,4.0,Inline,2
2017,BMW,3,78090.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,29257,10.5,7.4,2.4,4.0,Inline,1
2018,Mazda,Mazda3,147218.0,Sedan,Manual,FWD,blue,black,5,4,gasoline,14935,10.8,8.7,2.4,4.0,Inline,3
2019,Porsche,Cayenne,47822.0,SUV,Automatic,4X4,blue,beige,5,4,gasoline,79333,12.5,10.0,2.4,6.0,V-Engine,1
2023,Nissan,Pathfinder,50.0,SUV,Automatic,4X4,black,black,7,4,gasoline,55898,11.6,9.2,2.4,6.0,V-Engine,2
2015,MINI,Cooper,140300.0,Coupe,Automatic,FWD,black,black,4,2,gasoline,16075,8.1,5.9,1.5,4.0,Other,2
2023,Ford,F-150,250.0,Truck,Automatic,4X4,white,black,5,4,gasoline,56223,13.5,10.2,3.5,6.0,V-Engine,3
2012,Subaru,Outback,163235.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,7489,9.5,6.9,2.5,4.0,Other,3
2017,Nissan,Murano,137448.0,SUV,CVT,FWD,white,black,5,4,gasoline,17011,11.0,8.3,2.4,6.0,V-Engine,3
2019,Volkswagen,Jetta,42608.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,24856,7.8,5.9,2.4,4.0,Inline,2
2018,Subaru,Forester,77074.0,SUV,CVT,4X4,red,gray,5,4,gasoline,30719,9.2,7.4,2.4,4.0,Inline,2
2017,Maserati,Ghibli,135088.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,22320,14.7,9.8,2.4,6.0,V-Engine,3
2014,Maserati,Ghibli,68623.0,Sedan,Automatic,4X4,red,red,5,4,gasoline,29952,10.8,8.7,3.0,6.0,Inline,2
2014,Subaru,Forester,206990.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,10071,8.9,7.2,2.4,4.0,Inline,3
2018,Ford,F-150,73644.0,Truck,Automatic,4X4,black,black,5,2,gasoline,37346,10.8,8.7,2.4,8.0,Inline,2
2019,Infiniti,QX60,46829.0,SUV,CVT,4X4,white,black,5,2,gasoline,35846,12.5,9.0,3.5,6.0,V-Engine,1
2020,Porsche,Macan,38825.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,38648,10.8,8.7,2.4,6.0,V-Engine,3
2002,Porsche,911,86041.0,Convertible,Manual,RWD,silver,black,4,2,gasoline,45987,13.45,9.6,3.6,4.0,Other,2
2022,Ford,Escape,0.0,SUV,CVT,4X4,blue,black,5,4,hybrid,33139,5.5,6.4,2.4,4.0,Inline,3
2022,Mercedes-Benz,S580,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,106418,10.8,8.7,2.4,8.0,Inline,3
2023,Jeep,Grand,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,83555,12.3,9.2,3.6,6.0,V-Engine,2
2023,Jeep,WRANGLER,24.0,SUV,Automatic,4X4,other,black,5,4,gasoline,43395,10.8,8.7,3.6,6.0,V-Engine,3
2022,Honda,Civic,4213.0,SUV,Automatic,4X4,white,black,5,4,gasoline,35019,10.8,8.7,2.4,4.0,Inline,2
2020,Nissan,Kicks,53167.0,SUV,CVT,FWD,gray,black,5,4,gasoline,16559,7.7,6.6,2.4,4.0,Inline,3
2018,Chrysler,300,80339.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,32192,12.4,7.8,3.6,6.0,V-Engine,2
2017,Acura,RDX,194800.0,SUV,Automatic,4X4,black,black,5,4,gasoline,13179,10.8,8.7,2.4,4.0,Inline,3
2021,Hyundai,Kona,23987.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,46139,8.6,7.0,2.0,4.0,Inline,1
2021,Hyundai,Kona,35767.0,SUV,Automatic,FWD,red,black,5,4,electric,42195,0.0,8.7,0.0,0.0,Electric,2
2023,Buick,Encore,10.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16721,9.0,8.3,2.4,3.0,Inline,4
2018,Chrysler,Pacifica,91744.0,Van,Automatic,FWD,white,black,5,2,gasoline,23393,12.4,8.4,3.6,6.0,Inline,3
2014,Nissan,Pathfinder,153000.0,SUV,CVT,4X4,white,black,7,4,gasoline,9642,10.9,7.8,2.4,6.0,V-Engine,3
2015,Ford,Taurus,158000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,5573,10.8,8.7,3.5,4.0,Other,4
2014,Audi,A5,137782.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,19400,10.1,6.8,2.0,4.0,Inline,1
2023,Audi,Q4,90.0,Hatchback,Automatic,4X4,gray,black,5,4,electric,51680,0.0,8.7,2.4,0.0,Electric,3
2022,Tesla,Model,1639.0,SUV,Automatic,4X4,white,black,5,4,electric,76664,0.0,8.7,0.0,0.0,Electric,2
2012,Hyundai,Santa,210356.0,SUV,Automatic,FWD,black,gray,5,4,gasoline,11214,10.7,7.45,2.4,4.0,Other,1
2022,Jeep,Wrangler,21146.0,SUV,Automatic,4X4,black,black,5,4,gasoline,68307,11.5,10.05,3.6,4.0,Other,1
2018,Audi,Q5,113000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34424,10.8,8.7,2.0,4.0,Other,2
2017,Mercedes-Benz,CLS550,59000.0,Sedan,Automatic,4X4,black,black,4,4,gasoline,51297,10.8,8.7,4.7,4.0,Other,2
2016,Hyundai,Tucson,93010.0,SUV,Automatic,FWD,red,black,5,4,gasoline,12245,10.1,7.6,2.0,4.0,V-Engine,3
2009,Mazda,MX-5,280000.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,2469,10.8,8.7,2.4,4.0,Inline,2
2019,Porsche,Cayenne,30295.0,SUV,Automatic,4X4,black,black,5,4,gasoline,72949,12.5,10.0,2.4,6.0,V-Engine,2
2021,Volvo,S60,17500.0,Sedan,Automatic,4X4,black,black,5,4,hybrid,62448,10.8,8.7,2.4,4.0,Inline,2
2019,McLaren,540C,34492.0,Coupe,Automatic,RWD,blue,black,2,4,gasoline,106280,10.8,8.7,2.4,4.0,Inline,3
2021,GMC,SIERRA,61140.0,Truck,Automatic,4X4,white,black,5,4,diesel,32603,10.8,8.7,2.4,8.0,Inline,4
2015,Kia,Optima,150000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,15244,10.8,8.7,2.4,4.0,Inline,2
2018,McLaren,720S,19645.0,Coupe,Automatic,RWD,gray,black,2,2,gasoline,345160,10.8,8.7,4.0,8.0,V-Engine,2
2018,Dodge,Grand,128999.0,Van,Automatic,FWD,blue,black,5,4,gasoline,21567,13.7,9.4,3.6,6.0,V-Engine,1
2022,Ford,F-150,68.0,Truck,Automatic,4X4,black,black,5,4,gasoline,68694,13.5,10.2,2.4,6.0,V-Engine,2
2023,Mitsubishi,Eclipse,89.0,SUV,Automatic,4X4,red,black,5,4,gasoline,42327,9.6,8.9,1.5,4.0,Inline,1
2015,Kia,Forte,118216.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,11783,9.05,6.199999999999999,1.8,4.0,Inline,2
2018,Tesla,Model,56000.0,Sedan,Automatic,4X4,black,black,5,4,electric,22240,0.0,8.7,0.0,0.0,Electric,4
2018,Mazda,Mazda3,27498.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,24359,8.5,6.4,2.0,4.0,Inline,1
2017,Porsche,718,123000.0,Convertible,Automatic,RWD,black,black,2,2,gasoline,69573,11.0,8.3,2.4,4.0,Inline,2
2009,Chevrolet,Malibu,97000.0,Sedan,Automatic,FWD,silver,gray,5,4,hybrid,9111,7.9,5.8,2.4,4.0,Other,2
2022,BMW,i4,11507.0,Hatchback,Automatic,RWD,white,black,5,4,electric,106686,0.0,8.7,0.0,0.0,Electric,1
2022,Tesla,Model,924.0,Sedan,Automatic,RWD,white,black,5,4,electric,76171,0.0,8.7,0.0,0.0,Electric,2
2019,Hyundai,Kona,45400.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,27577,9.0,8.0,1.6,4.0,Inline,1
2014,Dodge,Grand,251000.0,Van,Automatic,FWD,red,black,4,4,gasoline,15388,12.2,7.9,2.4,6.0,V-Engine,1
2023,Kia,Rio,150.0,Hatchback,CVT,FWD,red,black,5,4,gasoline,23092,10.8,8.7,2.4,4.0,Inline,2
2011,Volvo,S40,60000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,8332,10.8,8.7,2.4,4.0,Inline,2
2019,Audi,S4,39682.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,13351,11.3,8.0,2.4,6.0,V-Engine,4
2018,Audi,Q5,74574.0,SUV,Automatic,4X4,black,black,5,4,gasoline,19496,10.4,8.6,2.4,4.0,Inline,3
2019,Kia,Sorento,50426.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,18289,12.5,9.7,2.4,6.0,V-Engine,3
2023,Porsche,Cayenne,1000.0,SUV,Automatic,4X4,white,red,5,4,gasoline,165977,15.8,12.3,2.4,8.0,Inline,1
2018,Nissan,Murano,76980.0,Wagon,Automatic,FWD,metallic,black,5,4,gasoline,28426,11.0,8.3,2.4,6.0,V-Engine,2
2018,Jeep,Compass,66875.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,28642,10.8,7.8,2.4,4.0,Inline,1
2015,Mazda,CX-9,119214.0,SUV,Automatic,4X4,white,black,5,2,gasoline,19962,14.3,10.6,3.7,6.0,Inline,1
2015,Audi,S5,131000.0,Coupe,Automatic,4X4,gray,black,4,2,gasoline,26946,13.0,8.5,2.4,6.0,V-Engine,2
2009,Mazda,CX-7,132679.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,8032,10.8,8.7,2.3,4.0,Other,2
2014,Honda,Civic,146203.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,4964,6.7,5.0,1.8,4.0,Other,4
2017,BMW,X5,70970.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40607,16.6,12.1,2.4,8.0,Inline,1
2016,Kia,Sportage,141506.0,SUV,Automatic,4X4,other,black,5,4,gasoline,19920,12.4,9.0,2.4,4.0,Other,1
2018,Chevrolet,Malibu,90119.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,22407,10.8,8.7,2.4,4.0,Inline,2
2015,Chevrolet,Camaro,22979.0,Convertible,Manual,RWD,red,black,4,2,gasoline,44129,10.8,8.7,2.4,8.0,Inline,3
2023,GMC,Sierra,1.0,Truck,Automatic,4X4,metallic,black,6,4,gasoline,32196,16.0,13.2,5.3,8.0,V-Engine,4
2017,Ford,F-150,167568.0,Truck,Automatic,4X4,gray,gray,5,4,gasoline,29545,14.65,10.850000000000001,2.4,8.0,V-Engine,2
2020,Mazda,CX-3,52650.0,SUV,Automatic,4X4,white,black,5,4,gasoline,29515,8.6,7.4,2.4,4.0,Inline,1
2022,Hyundai,Elantra,64314.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,31096,7.6,5.7,2.0,4.0,Other,2
2020,Mercedes-Benz,GLE-Class,71452.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,68653,10.8,8.7,3.0,4.0,Other,2
2022,Jeep,Grand,74.0,SUV,Automatic,4X4,gray,black,5,4,hybrid,82094,10.3,9.7,0.0,0.0,Electric,2
2019,Audi,Q7,135000.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,14108,12.6,9.4,3.0,4.0,Other,4
2023,Alfa Romeo,Romeo,90.0,SUV,Automatic,4X4,black,black,5,2,gasoline,23032,10.8,8.3,2.0,4.0,Inline,4
2017,Hyundai,Santa,52753.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,27663,11.1,8.6,2.4,4.0,Inline,1
2008,Chevrolet,Avalanche,212780.0,Truck,Automatic,4X4,black,black,5,4,gasoline,5696,10.8,8.7,2.4,4.0,Inline,3
2023,Maserati,Levante,95.0,SUV,Automatic,4X4,gray,red,5,2,gasoline,139007,14.7,10.7,3.0,6.0,Inline,2
2017,Volkswagen,Passat,146338.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,20084,10.1,7.0,2.4,4.0,Inline,2
2022,Mercedes-Benz,GLA250,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,33661,10.3,7.3,2.4,4.0,Inline,3
2017,Volvo,XC90,143132.0,SUV,Automatic,4X4,white,black,7,4,gasoline,36038,11.5,9.6,2.4,4.0,Inline,2
2022,Ford,Mustang,1.0,SUV,Automatic,4X4,gray,black,5,4,electric,48103,0.0,8.7,2.4,0.0,Electric,3
2023,Hyundai,Santa,50.0,Truck,Automatic,4X4,white,black,5,4,gasoline,53393,12.1,8.7,2.5,4.0,Other,1
2021,Chevrolet,Silverado,34182.0,Truck,Automatic,4X4,silver,black,5,4,diesel,33871,10.6,9.2,3.0,4.0,Other,3
2023,Ford,F-150,250.0,Truck,Automatic,4X4,white,black,5,4,gasoline,85082,10.8,8.7,2.4,4.0,V-Engine,1
2013,Dodge,Dart,161000.0,Sedan,Manual,FWD,gray,gray,5,4,gasoline,9193,7.4,5.35,1.4,4.0,Other,1
2019,Hyundai,Sonata,156000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,15612,10.8,8.7,2.4,4.0,Inline,3
2020,Nissan,Qashqai,77681.0,SUV,Automatic,4X4,black,black,5,4,gasoline,19855,9.0,7.7,2.0,4.0,Other,3
2017,Mercedes-Benz,C-Class,90449.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,43806,10.8,8.7,2.4,4.0,Inline,2
2018,Hyundai,Santa,90180.0,SUV,Automatic,4X4,black,black,7,4,gasoline,16773,13.0,9.7,2.4,6.0,V-Engine,3
2021,Audi,S5,26102.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,67797,11.5,8.5,2.4,4.0,Other,2
2018,MINI,Cooper,40560.0,Convertible,Automatic,FWD,red,black,5,2,gasoline,17723,8.5,6.3,1.5,4.0,Other,3
2013,Audi,allroad,171933.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,19482,10.0,7.0,2.0,4.0,Other,1
2020,Honda,Civic,28000.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,28770,7.9,6.1,2.4,4.0,Inline,2
2021,Volkswagen,Atlas,65556.0,SUV,Automatic,4X4,white,black,7,4,gasoline,19990,14.6,10.9,2.4,6.0,V-Engine,4
2019,BMW,X5,74505.0,SUV,Automatic,4X4,black,black,5,4,gasoline,33971,11.7,9.1,3.0,6.0,Inline,3
2023,Ford,Mustang,250.0,Coupe,Automatic,RWD,black,black,4,2,gasoline,70238,15.75,9.9,5.0,8.0,V-Engine,2
2019,Ford,F-250,79441.0,Truck,Automatic,4X4,white,gray,5,4,gasoline,47369,10.8,8.7,6.2,8.0,V-Engine,3
2021,Ford,Super,61597.0,SUV,Automatic,4X4,white,black,5,4,gasoline,30186,10.8,8.7,2.4,4.0,Inline,4
2023,Ford,Explorer,10.0,SUV,Automatic,4X4,black,black,5,2,gasoline,66599,13.4,9.8,2.4,6.0,V-Engine,1
2010,Acura,MDX,259000.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,6966,10.8,8.7,3.5,4.0,Other,3
2019,Infiniti,Q50,95913.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,17601,12.4,8.7,2.4,6.0,V-Engine,3
2021,Hyundai,Tucson,29663.0,SUV,Automatic,4X4,black,black,5,4,gasoline,33172,11.0,9.1,2.4,4.0,Inline,2
2019,Tesla,Model,56746.0,Sedan,Automatic,RWD,black,black,5,4,electric,54695,0.0,8.7,0.0,0.0,Electric,2
2023,BMW,330I,90.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,67327,9.8,7.0,2.0,4.0,Inline,2
2019,Ford,F-150,39449.0,Truck,Automatic,4X4,black,black,5,2,gasoline,45782,12.75,10.0,2.4,6.0,V-Engine,1
2019,Mercedes-Benz,E-Class,67000.0,Sedan,Automatic,4X4,silver,black,5,4,hybrid,40135,10.8,8.7,2.4,6.0,Inline,3
2022,Porsche,911,1380.0,Convertible,Automatic,4X4,silver,red,4,2,gasoline,186993,10.8,8.7,2.4,4.0,Inline,3
2018,Honda,Accord,61213.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28794,10.4,7.4,2.4,4.0,Inline,2
2020,Hyundai,Tucson,37687.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,21305,10.8,9.2,2.4,4.0,Inline,3
2022,Honda,Ridgeline,8785.0,Truck,Automatic,4X4,black,black,5,4,gasoline,24127,12.8,9.9,2.4,6.0,V-Engine,4
2019,Audi,A5,72363.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,37543,10.0,7.0,2.4,4.0,Inline,2
2023,Honda,Odyssey,0.0,Van,Automatic,FWD,silver,black,5,4,gasoline,58808,12.2,8.5,2.4,6.0,V-Engine,2
2016,Honda,Odyssey,123417.0,Van,Automatic,FWD,silver,gray,8,4,gasoline,25353,12.3,8.5,3.5,6.0,Inline,2
2015,Nissan,Murano,87000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,12183,10.8,8.7,2.4,4.0,Inline,3
2021,Volkswagen,Atlas,65556.0,SUV,Automatic,4X4,white,black,7,4,gasoline,19807,14.6,10.9,2.4,6.0,V-Engine,4
2019,BMW,X5,69765.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34661,11.7,9.1,2.4,6.0,Inline,3
